12944.89552,5060.235577,-3711.927211,-310.5999245,-455.3754823,768.2487564,104.4681154,-99.61173334,220.8795333,-30.46735474,-398.6032365,-584.3985356,985.9192373,134.0674147,-127.8350578,283.4620677,-39.09977192,-16729.55722
5060.235577,6478.998778,1607.429125,-57.66223559,-347.6067292,125.0606819,321.6844143,-283.679532,6.605654776,4.678592661,-73.999869,-446.0953024,160.4945418,412.8283317,-364.0553993,8.477256962,6.004193914,-8282.932069
-3711.927211,1607.429125,14350.66116,396.6905129,84.592274,-413.3648741,625.6895594,-119.7360247,33.40665881,158.2157184,509.0861582,108.560085,-530.4849218,802.9682679,-153.6612317,42.8718788,203.0435052,28047.98526
-310.5999245,-57.66223559,396.6905129,89.69292894,-8.943676555,-21.05001769,-12.41374189,-4.705465357,-3.327929298,-2.13633965,0,0,0,0,0,0,0,39.09829105
-455.3754823,-347.6067292,84.592274,-8.943676555,104.3074583,-24.85978796,-14.66046232,-5.55709134,-3.930239769,-2.522988412,0,0,0,0,0,0,0,-728.9202528
768.2487564,125.0606819,-413.3648741,-21.05001769,-24.85978796,211.8494287,-34.50516008,-13.07928236,-9.250291665,-5.93815646,0,0,0,0,0,0,0,-1866.053205
104.4681154,321.6844143,625.6895594,-12.41374189,-14.66046232,-34.50516008,139.0896791,-7.713192347,-5.455137131,-3.501885018,0,0,0,0,0,0,0,-786.2477443
-99.61173334,-283.679532,-119.7360247,-4.705465357,-5.55709134,-13.07928236,-7.713192347,57.51183587,-2.067785767,-1.327399811,0,0,0,0,0,0,0,481.5162541
220.8795333,6.605654776,33.40665881,-3.327929298,-3.930239769,-9.250291665,-5.455137131,-2.067785767,41.28045969,-0.9388003918,0,0,0,0,0,0,0,1578.474536
-30.46735474,4.678592661,158.2157184,-2.13633965,-2.522988412,-5.93815646,-3.501885018,-1.327399811,-0.9388003918,26.83583083,0,0,0,0,0,0,0,507.469476
-398.6032365,-73.999869,509.0861582,0,0,0,0,0,0,0,147.719271,-14.72973841,-34.6682097,-20.44474324,-7.749640029,-5.480914668,-3.518432718,899.878114
-584.3985356,-446.0953024,108.560085,0,0,0,0,0,0,0,-14.72973841,171.7885889,-40.94268967,-24.14496697,-9.15222071,-6.472886553,-4.155221748,2254.671845
985.9192373,160.4945418,-530.4849218,0,0,0,0,0,0,0,-34.6682097,-40.94268967,348.9042396,-56.82808169,-21.54085143,-15.23471647,-9.779813792,-5154.145942
134.0674147,412.8283317,802.9682679,0,0,0,0,0,0,0,-20.44474324,-24.14496697,-56.82808169,229.0729743,-12.70319928,-8.984307792,-5.767410076,3443.835801
-127.8350578,-364.0553993,-153.6612317,0,0,0,0,0,0,0,-7.749640029,-9.15222071,-21.54085143,-12.70319928,94.71879858,-3.405528281,-2.186153744,885.1801221
283.4620677,8.477256962,42.8718788,0,0,0,0,0,0,0,-5.480914668,-6.472886553,-15.23471647,-8.984307792,-3.405528281,67.98662375,-1.54615209,-109.4033875
-39.09977192,6.004193914,203.0435052,0,0,0,0,0,0,0,-3.518432718,-4.155221748,-9.779813792,-5.767410076,-2.186153744,-1.54615209,44.19712249,785.4603931
